check,status,detail,source,observed_at
phone,pass,Published phone: 022 29.09.202,https://lankacoal.lk/,
downloadable_form,pass,Published downloadable form: https://lankacoal.lk/docs/Term Procurement_Document -INFORMATION COPY.pdf#toolbar=0&navpanes=0&scrollbar=0,https://lankacoal.lk/,
phone,pass,Published phone: 025-26 19.08.2,http://lankacoal.lk/,
phone,pass,Published phone: 015 57.77 59.1,http://lankacoal.lk/,
phone,pass,Published phone: 015 58.11 58.1,http://lankacoal.lk/,
phone,pass,Published phone: 025- 2027 16.0,http://lankacoal.lk/,
phone,pass,Published phone: 025-2026 01.0,http://lankacoal.lk/,
phone,pass,Published phone: 026- 2027 13.0,http://lankacoal.lk/,
phone,pass,Published phone: 02.2026 25-02-,http://lankacoal.lk/,
phone,pass,Published phone: 017 17.01.201,http://lankacoal.lk/,
phone,pass,Published phone: 015 61.66 60.1,http://lankacoal.lk/,
phone,pass,Published phone: 025 30.08.202,http://lankacoal.lk/,
phone,pass,Published phone: 015 59.66 61.9,http://lankacoal.lk/,
phone,pass,Published phone: 022 29.09.202,http://lankacoal.lk/,
downloadable_form,pass,Published downloadable form: http://lankacoal.lk/docs/Term Procurement_Document -INFORMATION COPY.pdf#toolbar=0&navpanes=0&scrollbar=0,http://lankacoal.lk/,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/contact-us.php,
phone,pass,Published phone: +94 - 11 - 2 824 681 ,https://lankacoal.lk/contact-us.php,
phone,pass,Published phone: +94 - 11 - 2 824 682 ,https://lankacoal.lk/contact-us.php,
phone,pass,Published phone: +94 - 11 - 2 824 689 ,https://lankacoal.lk/contact-us.php,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/contact-us.php,
phone,pass,Published phone: 0250464452,https://lankacoal.lk/docs/LCC-24-L%20T-1%20R1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20.pdf,
phone,pass,Published phone: 019 2025-01-3,https://lankacoal.lk/docs/LCC-24-L%20T-1%20R1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20.pdf,
phone,pass,Published phone: 0 0 595.44 841.,https://lankacoal.lk/docs/LCC-24-L%20T-1%20R1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20.pdf,
email,pass,Published email: hemanthaks@gmail.com,https://lankacoal.lk/docs/LCC-24-L%20T-1%20R1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20.pdf,
phone,pass,Published phone: 019 2024-08-2,https://lankacoal.lk/docs/LCC-24-L%20T-1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20%20(1).pdf,
phone,pass,Published phone: 0 0 595.44 841.,https://lankacoal.lk/docs/LCC-24-L%20T-1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20%20(1).pdf,
email,pass,Published email: hemanthaks@gmail.com,https://lankacoal.lk/docs/LCC-24-L%20T-1%20Information%20copy%20of%20the%20Bidding%20Document%20for%20Coal%20Lightering%20Service%20for%20Lakvijaya%20Power%20Plant%20%20(1).pdf,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/process-of-coal.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/process-of-coal.html,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/gallery.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/gallery.html,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/why-coal.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/why-coal.html,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/board-of-directors.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/board-of-directors.html,
named_responsibility,pass,Published named responsibility: director,https://lankacoal.lk/board-of-directors.html,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/about-us.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/about-us.html,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/procurement.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/procurement.html,
downloadable_form,pass,Published downloadable form: https://lankacoal.lk/docs/Sample Application - Coal supplier Registration.pdf,https://lankacoal.lk/procurement.html,
phone,pass,Published phone: 025-26 19.08.2,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: 025- 2027 16.0,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: +94 11 2 824 681,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: 025-2026 01.0,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: +94 11 2 824 689 ,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: 026- 2027 13.0,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: 02.2026 - 25-02-,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: 025 28.08.202,https://lankacoal.lk/tenders.html,
phone,pass,Published phone: 022 29.09.202,https://lankacoal.lk/tenders.html,
downloadable_form,pass,Published downloadable form: https://lankacoal.lk/docs/Term Procurement_Document -INFORMATION COPY.pdf#toolbar=0&navpanes=0&scrollbar=0,https://lankacoal.lk/tenders.html,
page_text,pass,Substantive page content: 471184 visible characters across 14 pages,https://lankacoal.lk/,
