check,status,detail,source,observed_at
http,pass,Probe 11: HTTP 200 at http://www.hindudept.gov.lk/web/index.php?option=com_content&view=article&id=22&Itemid=77&lang=si,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=article&id=22&Itemid=77&lang=si,2026-09-08T23:24:16.966982+05:30
http,pass,Probe 12: HTTP 200 at http://www.hindudept.gov.lk/web/index.php?option=com_content&view=article&id=55&Itemid=85&lang=si,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=article&id=55&Itemid=85&lang=si,2026-09-08T23:24:16.966985+05:30
http,pass,Probe 13: HTTP 200 at http://www.hindudept.gov.lk/web/index.php?option=com_content&view=category&id=1&Itemid=90&lang=si,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=category&id=1&Itemid=90&lang=si,2026-09-08T23:24:16.966987+05:30
http,pass,Probe 14: HTTP 200 at http://www.hindudept.gov.lk/web/index.php?option=com_phocagallery&view=categories&Itemid=92&lang=si,http://www.hindudept.gov.lk/web/index.php?option=com_phocagallery&view=categories&Itemid=92&lang=si,2026-09-08T23:24:16.966990+05:30
named_responsibility,pass,Published named responsibility: department,http://www.hindudept.gov.lk/,
named_responsibility,pass,Published named responsibility: department,http://www.hindudept.gov.lk/,
phone,pass,Published phone: 0 31 1 2 3 4 5 6 7 ,http://www.hindudept.gov.lk/web/index.php?lang=si,
phone,pass,Published phone: 0 11 12 13 14 1,http://www.hindudept.gov.lk/web/index.php?lang=si,
phone,pass,Published phone: 0 21 22 23 24 2,http://www.hindudept.gov.lk/web/index.php?lang=si,
named_responsibility,pass,Published named responsibility: director,http://www.hindudept.gov.lk/web/index.php?lang=si,
phone,pass,Published phone: 0 31 1 2 3 4 5 6 7 ,http://www.hindudept.gov.lk/web/index.php?lang=en,
phone,pass,Published phone: 0 11 12 13 14 1,http://www.hindudept.gov.lk/web/index.php?lang=en,
phone,pass,Published phone: 0 011255264,http://www.hindudept.gov.lk/web/index.php?lang=en,
phone,pass,Published phone: 0 21 22 23 24 2,http://www.hindudept.gov.lk/web/index.php?lang=en,
named_responsibility,pass,Published named responsibility: director,http://www.hindudept.gov.lk/web/index.php?lang=en,
published_update_date,fail,Published published update date: 07 August 2023,http://www.hindudept.gov.lk/web/index.php?lang=en,
phone,pass,Published phone: 0 31 1 2 3 4 5 6 7 ,http://www.hindudept.gov.lk/web/index.php?lang=ta,
phone,pass,Published phone: 0 11 12 13 14 1,http://www.hindudept.gov.lk/web/index.php?lang=ta,
phone,pass,Published phone: 0 21 22 23 24 2,http://www.hindudept.gov.lk/web/index.php?lang=ta,
named_responsibility,pass,Published named responsibility: director,http://www.hindudept.gov.lk/web/index.php?lang=ta,
phone,pass,Published phone: 0 31 1 2 3 4 5 6 7 ,http://www.hindudept.gov.lk/web/index.php,
phone,pass,Published phone: 0 11 12 13 14 1,http://www.hindudept.gov.lk/web/index.php,
phone,pass,Published phone: 0 011255264,http://www.hindudept.gov.lk/web/index.php,
phone,pass,Published phone: 0 21 22 23 24 2,http://www.hindudept.gov.lk/web/index.php,
named_responsibility,pass,Published named responsibility: director,http://www.hindudept.gov.lk/web/index.php,
published_update_date,fail,Published published update date: 07 August 2023,http://www.hindudept.gov.lk/web/index.php,
phone,pass,Published phone: 0 31 1 2 3 4 5 6 7 ,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=frontpage&Itemid=1&lang=si,
phone,pass,Published phone: 0 11 12 13 14 1,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=frontpage&Itemid=1&lang=si,
phone,pass,Published phone: 0 21 22 23 24 2,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=frontpage&Itemid=1&lang=si,
named_responsibility,pass,Published named responsibility: director,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=frontpage&Itemid=1&lang=si,
phone,pass,Published phone: 0001991680 ,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=article&id=22&Itemid=77&lang=si,
downloadable_form,pass,Published downloadable form: http://www.hindudept.gov.lk/web/images/pdf/registration of a hindu temple from.pdf,http://www.hindudept.gov.lk/web/index.php?option=com_content&view=article&id=55&Itemid=85&lang=si,
page_text,pass,Substantive page content: 20402 visible characters across 12 pages,http://www.hindudept.gov.lk/,
